Date,Open,High,Low,Close,Volume,asset,ticker,daily_return,log_return,volatility_20d,ma_20,ma_50,signal,position,strategy_return_before_cost,turnover,spread_cost_rate,transaction_cost,slippage_cost,total_cost,strategy_return_after_cost,cumulative_return_before_cost,cumulative_return_after_cost,equity_curve_after_cost,running_peak_after_cost,drawdown_after_cost
2021-03-25,0.7592097520828247,0.76149982213974,0.7564525604248047,0.7591003179550171,0,AUDUSD,AUDUSD=X,-0.001801298766037407,-0.0018029230555064908,0.0076471916563561095,0.7739283561706543,0.7737819266319275,1,1.0,-0.001801298766037407,0.0,7e-05,0.0,0.0,0.0,-0.001801298766037407,-0.018235838814049776,-0.019048731989525614,0.9809512680104744,1.0096390084112332,-0.02841385897510218
2021-03-26,0.7594998478889465,0.7636998295783997,0.7588404417037964,0.7594000697135925,0,AUDUSD,AUDUSD=X,0.00039487766173373906,0.0003947997180680042,0.007216106892876274,0.772548359632492,0.7734183239936828,0,1.0,0.00039487766173373906,0.0,7e-05,0.0,0.0,0.0,0.00039487766173373906,-0.017848162077706675,-0.018661376246538852,0.9813386237534611,1.0096390084112332,-0.02803020131156142
2021-03-29,0.7638001441955566,0.7655209302902222,0.761600136756897,0.7637377381324768,0,AUDUSD,AUDUSD=X,0.005711967369874227,0.005695715939980756,0.006688926686400516,0.7719731509685517,0.7733153247833252,0,0.0,0.0,1.0,7e-05,7e-05,0.0006688926686400517,0.0007388926686400516,-0.0007388926686400516,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-03-30,0.7639501690864563,0.766290009021759,0.7596798539161682,0.7641170620918274,0,AUDUSD,AUDUSD=X,0.0004966678224884724,0.0004965445238494798,0.006652294744001677,0.7713189989328384,0.7732236933708191,0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0,0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-03-31,0.7607918381690979,0.7638252377510071,0.7589101195335388,0.7608798146247864,0,AUDUSD,AUDUSD=X,-0.0042365857636771365,-0.004245585520967127,0.006437678884927793,0.7702370017766953,0.7730176877975464,0,0.0,-0.0,0.0,7e-05,0.0,0.0,0.0,-0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-01,0.7594398856163025,0.7610999345779419,0.7533200979232788,0.7594098448753357,0,AUDUSD,AUDUSD=X,-0.0019319342177260834,-0.0019338028096892552,0.006214546404305769,0.7694169819355011,0.7726944816112519,0,0.0,-0.0,0.0,7e-05,0.0,0.0,0.0,-0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-02,0.7617596983909607,0.7639997601509094,0.759999692440033,0.7619001269340515,0,AUDUSD,AUDUSD=X,0.003279233309287255,0.003273868349176666,0.006194562690175055,0.7689339727163315,0.7724104392528534,0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0,0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-05,0.7619001269340515,0.7661543488502502,0.7599200010299683,0.7620998620986938,0,AUDUSD,AUDUSD=X,0.0002621539983804766,0.00026211964202534923,0.006197318011756296,0.7684934586286545,0.7722208368778228,0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0,0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-06,0.7657501101493835,0.7662999629974365,0.7607223391532898,0.7658727169036865,0,AUDUSD,AUDUSD=X,0.004950604235254508,0.004938390288465391,0.006130840020548177,0.7685037195682526,0.7721002960205078,0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0,0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-07,0.7666889429092407,0.7678132653236389,0.7612997889518738,0.7666947841644287,0,AUDUSD,AUDUSD=X,0.001073373215415785,0.0010727975622762816,0.005846928095218155,0.7682492792606354,0.77192791223526,0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0,0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-08,0.761160135269165,0.7649002075195312,0.7604100108146667,0.7613884806632996,0,AUDUSD,AUDUSD=X,-0.006921011608174932,-0.006945072892233728,0.006003226481866745,0.7676586896181107,0.7718536853790283,0,0.0,-0.0,0.0,7e-05,0.0,0.0,0.0,-0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-09,0.7656199932098389,0.7663998603820801,0.7589297890663147,0.7659003138542175,0,AUDUSD,AUDUSD=X,0.005925796496142777,0.005908308018847826,0.0059211125762125795,0.7670156270265579,0.7718322932720184,0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0,0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-12,0.7622008919715881,0.7638252377510071,0.7595800161361694,0.7626002430915833,0,AUDUSD,AUDUSD=X,-0.00430874710838991,-0.0043180565100742275,0.005950529683982913,0.7663306444883347,0.7718443453311921,0,0.0,-0.0,0.0,7e-05,0.0,0.0,0.0,-0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-13,0.7627200484275818,0.765099823474884,0.7594600319862366,0.7627707123756409,0,AUDUSD,AUDUSD=X,0.00022353688659548787,0.00022351190594831487,0.005952345816315845,0.7657185018062591,0.7718305563926697,0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0,0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-14,0.7646499276161194,0.7734000086784363,0.7635919451713562,0.7647499442100525,0,AUDUSD,AUDUSD=X,0.002594792645154609,0.0025914319829446635,0.006000074678494108,0.7652281314134598,0.7719091403484345,0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0,0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-15,0.7727001905441284,0.776129961013794,0.7705900073051453,0.772509753704071,0,AUDUSD,AUDUSD=X,0.010146858529076486,0.010095724767194834,0.006125345697582381,0.7647886157035828,0.772087334394455,0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0,0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-16,0.7752479314804077,0.7759758234024048,0.7726100087165833,0.7751697301864624,0,AUDUSD,AUDUSD=X,0.003443291776753732,0.0034373772207631384,0.0059521021688723145,0.7647786051034927,0.7723847246170044,0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0,0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-19,0.7714382410049438,0.7786997556686401,0.7706891894340515,0.7714025974273682,0,AUDUSD,AUDUSD=X,-0.004859752145105145,-0.004871599138446395,0.005984734064825362,0.764736220240593,0.772454377412796,0,0.0,-0.0,0.0,7e-05,0.0,0.0,0.0,-0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-20,0.7764999866485596,0.7815998792648315,0.7730197906494141,0.7767002582550049,0,AUDUSD,AUDUSD=X,0.006867569340969881,0.006844094999804099,0.0061488379520126864,0.7648437261581421,0.772566386461258,0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0,0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-21,0.7721709609031677,0.7762998938560486,0.7702023983001709,0.7723796963691711,0,AUDUSD,AUDUSD=X,-0.005562714624996579,-0.005578244139611137,0.0046279455654754725,0.7654392033815384,0.7725329780578614,0,0.0,-0.0,0.0,7e-05,0.0,0.0,0.0,-0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-22,0.7754498720169067,0.7765181064605713,0.7710700631141663,0.7754402756690979,0,AUDUSD,AUDUSD=X,0.003962532047792067,0.003954701895680341,0.004637707841990342,0.7662562012672425,0.7725910866260528,0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0,0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-23,0.7708554863929749,0.7745999097824097,0.7700896859169006,0.7705348134040833,0,AUDUSD,AUDUSD=X,-0.006326034923556101,-0.006346129071496784,0.0049242737778403935,0.766812938451767,0.77249378323555,0,0.0,-0.0,0.0,7e-05,0.0,0.0,0.0,-0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-26,0.7743702530860901,0.781700074672699,0.7743702530860901,0.7743114233016968,0,AUDUSD,AUDUSD=X,0.004901283928923528,0.004889311740308364,0.004884364179797479,0.767341622710228,0.7724518203735351,0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0,0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-27,0.779609739780426,0.7804000973701477,0.776430070400238,0.7799704074859619,0,AUDUSD,AUDUSD=X,0.00730840849555725,0.007281831490038783,0.00510214601234046,0.7681342899799347,0.7724788343906402,0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0,0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-28,0.7765898704528809,0.7776049971580505,0.772780179977417,0.7770001888275146,0,AUDUSD,AUDUSD=X,-0.003808117115649323,-0.003815386454496853,0.005079675716965992,0.7689403086900711,0.7725430345535278,0,0.0,-0.0,0.0,7e-05,0.0,0.0,0.0,-0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-29,0.7802137732505798,0.7818198204040527,0.7752899527549744,0.7801297307014465,0,AUDUSD,AUDUSD=X,0.0040277234406522755,0.004019633877003384,0.005069653002797217,0.7699763029813766,0.7726282334327698,0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0,0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-04-30,0.7777900695800781,0.7785130143165588,0.7705602645874023,0.777762234210968,0,AUDUSD,AUDUSD=X,-0.0030347471674355697,-0.003039361350237497,0.0051398911700087915,0.7707694083452225,0.7726474821567535,0,0.0,-0.0,0.0,7e-05,0.0,0.0,0.0,-0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-05-03,0.7718598246574402,0.7766990065574646,0.7707800269126892,0.7722997665405273,0,AUDUSD,AUDUSD=X,-0.007023313077141435,-0.007048092631638337,0.005447152237993676,0.7712794035673142,0.7723165011405945,0,0.0,-0.0,0.0,7e-05,0.0,0.0,0.0,-0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-05-04,0.7761998176574707,0.7762998938560486,0.7677484154701233,0.7758914828300476,0,AUDUSD,AUDUSD=X,0.004650676389051922,0.004639895406598722,0.005435173145565193,0.7717803418636322,0.7720035302639008,0,0.0,0.0,0.0,7e-05,0.0,0.0,0.0,0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-05-05,0.7715001702308655,0.7753999829292297,0.7706297636032104,0.7713799476623535,0,AUDUSD,AUDUSD=X,-0.005814647109204429,-0.00583161798813109,0.005622862373321371,0.7720146000385284,0.7716134750843048,1,0.0,-0.0,0.0,7e-05,0.0,0.0,0.0,-0.0,-0.017848162077706675,-0.019386480161083575,0.9806135198389164,1.0096390084112332,-0.028748382669951722
2021-05-06,0.775301992893219,0.777699887752533,0.7702302932739258,0.7751199007034302,0,AUDUSD,AUDUSD=X,0.00484839287359029,0.00483667726950243,0.005438028756040397,0.7727011710405349,0.7711618208885193,1,1.0,0.00484839287359029,1.0,7e-05,7e-05,0.0005438028756040397,0.0006138028756040397,0.0042345899979862505,-0.013086304105940583,-0.015233983958083508,0.9847660160419165,1.0096390084112332,-0.024635530285677887
2021-05-07,0.7786300182342529,0.7862871289253235,0.7761799693107605,0.7787312865257263,0,AUDUSD,AUDUSD=X,0.004659131856914911,0.004648311697434848,0.0053836194936260065,0.7733427196741104,0.7709964466094971,1,1.0,0.004659131856914911,0.0,7e-05,0.0,0.0,0.0,0.004659131856914911,-0.008488143065374931,-0.01064582924113544,0.9893541707588646,1.0096390084112332,-0.02009117861272902
2021-05-10,0.785632312297821,0.7893905639648438,0.7838501930236816,0.7858793139457703,0,AUDUSD,AUDUSD=X,0.009179067983687395,0.009137196372366553,0.005546400287822098,0.7745066732168198,0.7712091946601868,1,1.0,0.009179067983687395,0.0,7e-05,0.0,0.0,0.0,0.009179067983687395,0.0006130116760600934,-0.0015644800477951915,0.9984355199522048,1.0096390084112332,-0.011096528923400295
2021-05-11,0.7841999530792236,0.785560131072998,0.7821097373962402,0.7838999032974243,0,AUDUSD,AUDUSD=X,-0.0025187208941888084,-0.002521898207959266,0.005613604779625783,0.7755631327629089,0.7713431906700134,1,1.0,-0.0025187208941888084,0.0,7e-05,0.0,0.0,0.0,-0.0025187208941888084,-0.0019072532234455375,-0.004079260453399125,0.9959207395466009,1.0096390084112332,-0.013587300758336807
2021-05-12,0.7839601635932922,0.7843752503395081,0.7733892202377319,0.7838096022605896,0,AUDUSD,AUDUSD=X,-0.00011519460131947934,-0.00011520123672714624,0.005615498261779962,0.7765161156654358,0.7713689875602722,1,1.0,-0.00011519460131947934,0.0,7e-05,0.0,0.0,0.0,-0.00011519460131947934,-0.002022228119490377,-0.004193985145937051,0.995806014854063,1.0096390084112332,-0.013700930175962411
2021-05-13,0.7730603814125061,0.7747313380241394,0.7690101265907288,0.7732301950454712,0,AUDUSD,AUDUSD=X,-0.013497419761899221,-0.013589337974888793,0.0061102191999300995,0.7765521377325058,0.7713173866271973,1,1.0,-0.013497419761899221,0.0,7e-05,0.0,0.0,0.0,-0.013497419761899221,-0.015492353019606497,-0.017634796929846375,0.9823652030701536,1.0096390084112332,-0.02701342273214824
2021-05-14,0.772389829158783,0.7781677842140198,0.7714198231697083,0.7726202011108398,0,AUDUSD,AUDUSD=X,-0.0007888904734191238,-0.0007892018112603898,0.006060120610916538,0.7764246612787247,0.7713385844230651,1,1.0,-0.0007888904734191238,0.0,7e-05,0.0,0.0,0.0,-0.0007888904734191238,-0.016269021723317567,-0.018409775479966917,0.9815902245200331,1.0096390084112332,-0.027781002573719515
2021-05-17,0.7776594161987305,0.7777259349822998,0.7731602191925049,0.7778711318969727,0,AUDUSD,AUDUSD=X,0.006796263906358124,0.006773273412343226,0.006142978339270191,0.7767480880022049,0.77147780418396,1,1.0,0.006796263906358124,0.0,7e-05,0.0,0.0,0.0,0.006796263906358124,-0.009583326382089363,-0.011738629266227485,0.9882613707337725,1.0096390084112332,-0.02117354569243568
2021-05-18,0.7773498892784119,0.7813599109649658,0.7768999934196472,0.7773698568344116,0,AUDUSD,AUDUSD=X,-0.0006444191614857209,-0.0006446268887606508,0.005955809304096808,0.7767815679311753,0.7717118513584137,1,1.0,-0.0006444191614857209,0.0,7e-05,0.0,0.0,0.0,-0.0006444191614857209,-0.010221569864423685,-0.012375483830084466,0.9876245161699155,1.0096390084112332,-0.021804320215360606
2021-05-19,0.7788950800895691,0.7796997427940369,0.7732702493667603,0.7789981961250305,0,AUDUSD,AUDUSD=X,0.0020946776830912395,0.002092486904576367,0.0058199086656184,0.7771124929189682,0.7718561434745789,1,1.0,0.0020946776830912395,0.0,7e-05,0.0,0.0,0.0,0.0020946776830912395,-0.00814830307561365,-0.01030672879678951,0.9896932712032105,1.0096390084112332,-0.019755315555219366
2021-05-20,0.7722001671791077,0.7783918380737305,0.7718997597694397,0.772030234336853,0,AUDUSD,AUDUSD=X,-0.00894477268732874,-0.008985017332421012,0.006117121470848512,0.7769419908523559,0.7718327426910401,1,1.0,-0.00894477268732874,0.0,7e-05,0.0,0.0,0.0,-0.00894477268732874,-0.01702019104414354,-0.01915931013788097,0.980840689862119,1.0096390084112332,-0.02852338143554023
2021-05-21,0.7770611047744751,0.7782997488975525,0.7730425000190735,0.7770001888275146,0,AUDUSD,AUDUSD=X,0.00643751276778759,0.006416880482198324,0.0061104390356785734,0.7772652596235275,0.7717975151538848,1,1.0,0.00643751276778759,0.0,7e-05,0.0,0.0,0.0,0.00643751276778759,-0.010692245973512815,-0.012845135673728025,0.987154864326272,1.0096390084112332,-0.022269488299924367
2021-05-24,0.7725527286529541,0.7754901647567749,0.7710992097854614,0.7730000615119934,0,AUDUSD,AUDUSD=X,-0.005148167752130672,-0.0051614652257828625,0.006137028665928213,0.7771996915340423,0.7717315185070038,1,1.0,-0.005148167752130672,0.0,7e-05,0.0,0.0,0.0,-0.005148167752130672,-0.015785368249724763,-0.0179271745126115,0.9820728254873885,1.0096390084112332,-0.02730300899053295
2021-05-25,0.7750898003578186,0.777641236782074,0.773729681968689,0.7750802040100098,0,AUDUSD,AUDUSD=X,0.0026909991364651997,0.00268738488080959,0.005928276452976897,0.7769551813602448,0.771732851266861,1,1.0,0.0026909991364651997,0.0,7e-05,0.0,0.0,0.0,0.0026909991364651997,-0.013136847525588302,-0.015284417387279037,0.984715582612721,1.0096390084112332,-0.024685482227684297
2021-05-26,0.77510005235672,0.7797878980636597,0.7731381058692932,0.7753139734268188,0,AUDUSD,AUDUSD=X,0.000301606744179006,0.0003015612700082535,0.005871144451337274,0.77687087059021,0.7717479836940765,1,1.0,0.000301606744179006,0.0,7e-05,0.0,0.0,0.0,0.000301606744179006,-0.012839202943220274,-0.014987420526464845,0.9850125794735352,1.0096390084112332,-0.02439132079142836
2021-05-27,0.7739818692207336,0.7757999897003174,0.7723498940467834,0.7739902138710022,0,AUDUSD,AUDUSD=X,-0.0017073851383920813,-0.001708844381627503,0.005798941595658261,0.7765638947486877,0.7716017866134643,1,1.0,-0.0017073851383920813,0.0,7e-05,0.0,0.0,0.0,-0.0017073851383920813,-0.014524666617318327,-0.01666921636578722,0.9833307836342128,1.0096390084112332,-0.0260570605511955
2021-05-28,0.7741699814796448,0.7749000787734985,0.7678297758102417,0.774250328540802,0,AUDUSD,AUDUSD=X,0.0003360697139811464,0.0003360132552038546,0.005766585876312521,0.7763882994651794,0.7715793943405151,1,1.0,0.0003360697139811464,0.0,7e-05,0.0,0.0,0.0,0.0003360697139811464,-0.01419347820389294,-0.01633874867058238,0.9836612513294176,1.0096390084112332,-0.025729747826100935
2021-05-31,0.7708971500396729,0.7744133472442627,0.7701602578163147,0.7710099816322327,0,AUDUSD,AUDUSD=X,-0.004185141147665106,-0.004193923362649152,0.0056232455190634014,0.7763238102197647,0.7715545880794525,1,1.0,-0.004185141147665106,0.0,7e-05,0.0,0.0,0.0,-0.004185141147665106,-0.018319217641898478,-0.02045550984888489,0.9795444901511151,1.0096390084112332,-0.029807206347419957
2021-06-01,0.7744097709655762,0.7770007848739624,0.7731297016143799,0.7743498086929321,0,AUDUSD,AUDUSD=X,0.004331755930875314,0.004322400882281423,0.005609594425100615,0.7762467265129089,0.7715505814552307,1,1.0,0.004331755930875314,0.0,7e-05,0.0,0.0,0.0,0.004331755930875314,-0.014066816090692491,-0.016212362194116592,0.9837876378058834,1.0096390084112332,-0.025604567959422897
2021-06-02,0.7756399512290955,0.7771601676940918,0.7716597318649292,0.7755900025367737,0,AUDUSD,AUDUSD=X,0.00160159378864555,0.0016003126050883009,0.005453831119466964,0.77645722925663,0.7718529784679413,1,1.0,0.00160159378864555,0.0,7e-05,0.0,0.0,0.0,0.00160159378864555,-0.012487751627323851,-0.014636734024060405,0.9853632659759396,1.0096390084112332,-0.02404398228778215
2021-06-03,0.7745999097824097,0.7754997611045837,0.7649821639060974,0.7744301557540894,0,AUDUSD,AUDUSD=X,-0.0014954380263937361,-0.0014965573098576696,0.005358178710068159,0.776422742009163,0.7721595752239228,1,1.0,-0.0014954380263937361,0.0,7e-05,0.0,0.0,0.0,-0.0014954380263937361,-0.013964514995069899,-0.016110283721812335,0.9838897162781877,1.0096390084112332,-0.025503464028756806
2021-06-04,0.7665002346038818,0.7745999097824097,0.7652397751808167,0.7665772438049316,0,AUDUSD,AUDUSD=X,-0.010140245560958383,-0.010192008071322436,0.0056881435556299246,0.7758150398731232,0.7723031187057495,1,1.0,-0.010140245560958383,0.0,7e-05,0.0,0.0,0.0,-0.010140245560958383,-0.023963156944838637,-0.026087167049774873,0.9739128329502251,1.0096390084112332,-0.035385098201808574
2021-06-07,0.7739937901496887,0.7768197059631348,0.7727097272872925,0.7744001746177673,0,AUDUSD,AUDUSD=X,0.010205013096927118,0.01015329351913693,0.005786374933519593,0.775241082906723,0.7725163674354554,1,1.0,0.010205013096927118,0.0,7e-05,0.0,0.0,0.0,0.010205013096927118,-0.014002688178377354,-0.016148373834252383,0.9838516261657476,1.0096390084112332,-0.02554119049546688
2021-06-08,0.7757000923156738,0.7764999866485596,0.7733401656150818,0.7756296992301941,0,AUDUSD,AUDUSD=X,0.0015877122096901175,0.0015864531271906424,0.00579202527737068,0.7748275727033616,0.7727466201782227,1,1.0,0.0015877122096901175,0.0,7e-05,0.0,0.0,0.0,0.0015877122096901175,-0.012437208207676576,-0.014586300594865542,0.9854136994051345,1.0096390084112332,-0.023994030345776407
2021-06-09,0.7736998200416565,0.7763999104499817,0.7726781368255615,0.7736998200416565,0,AUDUSD,AUDUSD=X,-0.002488145039382772,-0.002491245616442716,0.005807705043112999,0.7743220835924148,0.7730030202865601,1,1.0,-0.002488145039382772,0.0,7e-05,0.0,0.0,0.0,-0.002488145039382772,-0.01489440766915362,-0.017038152802780204,0.9829618471972198,1.0096390084112332,-0.026422474757579528
2021-06-10,0.7729002833366394,0.7765181064605713,0.7722598314285278,0.7729498147964478,0,AUDUSD,AUDUSD=X,-0.00096937497693661,-0.000969845124717118,0.004961046113637954,0.7743080645799637,0.7732738196849823,1,1.0,-0.00096937497693661,0.0,7e-05,0.0,0.0,0.0,-0.00096937497693661,-0.015849344379999408,-0.017991011420736558,0.9820089885792634,1.0096390084112332,-0.027366236448657322
2021-06-11,0.7747499346733093,0.7774900794029236,0.7691000699996948,0.7747998237609863,0,AUDUSD,AUDUSD=X,0.0023934399480072255,0.002390580232743748,0.0049856025239361276,0.774417045712471,0.773531813621521,1,1.0,0.0023934399480072255,0.0,7e-05,0.0,0.0,0.0,0.0023934399480072255,-0.013493838885980991,-0.015640631878168776,0.9843593681218312,1.0096390084112332,-0.025038295944192934
2021-06-14,0.7710219025611877,0.7727001905441284,0.7693899869918823,0.7708911895751953,0,AUDUSD,AUDUSD=X,-0.0050447019551681516,-0.005057469420882364,0.004856539344443431,0.7740680485963821,0.773707640171051,1,1.0,-0.0050447019551681516,0.0,7e-05,0.0,0.0,0.0,-0.0050447019551681516,-0.018470468445738297,-0.020606431507121048,0.979393568492879,1.0096390084112332,-0.029956687158857354
2021-06-15,0.7712716460227966,0.7719027400016785,0.7675398588180542,0.7712002992630005,0,AUDUSD,AUDUSD=X,0.0004009770665240886,0.00040089669670373494,0.0048598408580088764,0.7737595707178115,0.7738141918182373,0,1.0,0.0004009770665240886,0.0,7e-05,0.0,0.0,0.0,0.0004009770665240886,-0.018076897613468867,-0.020213717147054222,0.9797862828529458,1.0096390084112332,-0.029567722036872968
