trade_id,trade_date,asset,side,quantity,execution_price,strategy_return_after_cost,total_cost,trader,strategy,notional,expected_pnl
T00044,2022-05-04,AUDUSD,SELL,14000,0.71038,-0.0006889471816905,0.0006889471816905,Desk_C,MA_Crossover,9945.32,-13.7
T00045,2022-06-21,EURUSD,BUY,6000,1.05208,0.002166423324131,0.0006321734914679,Desk_C,MA_Crossover,6312.48,9.68
T00046,2022-06-23,EURUSD,SELL,14400,1.05641,-0.0006172340765638,0.0006172340765638,Desk_C,MA_Crossover,15212.3,-18.78
T00047,2022-07-29,NASDAQ100,BUY,3000,12947.96973,0.016093503255315,0.0019991181706605,Desk_B,MA_Crossover,38843909.19,547481.01
T00048,2022-08-02,SP500,BUY,8200,4091.18994,-0.0081479895914793,0.0014855940407745,Desk_B,MA_Crossover,33547757.51,-323185.13
T00049,2022-08-15,AUDUSD,BUY,17600,0.71167,0.0010584707463358,0.0008814981342739,Desk_B,MA_Crossover,12525.39,2.22
T00050,2022-08-25,GOLD,BUY,2700,1757.69995,0.0047570057589963,0.0009072018546764,Desk_A,MA_Crossover,4745789.86,18270.36
T00051,2022-09-07,GOLD,SELL,14100,1715.30005,-0.0008415744918926,0.0008415744918926,Desk_B,MA_Crossover,24185730.7,-40708.19
T00052,2022-09-12,AUDUSD,SELL,9800,0.6847,-0.0008178801750093,0.0008178801750093,Desk_A,MA_Crossover,6710.06,-10.98
T00053,2022-09-15,NASDAQ100,SELL,6900,11927.49023,-0.002274276679656,0.002274276679656,Desk_A,MA_Crossover,82299682.59,-374344.5
T00054,2022-09-19,SP500,SELL,2300,3899.88989,-0.0018226431522376,0.0018226431522376,Desk_B,MA_Crossover,8969746.75,-32697.29
T00055,2022-11-11,EURUSD,BUY,1800,1.01922,0.016295202797686,0.0009397804825003,Desk_B,MA_Crossover,1834.6,28.17
T00056,2022-11-14,SP500,BUY,9900,3957.25,-0.0110212833905867,0.0020855063417857,Desk_B,MA_Crossover,39176775.0,-513481.75
T00057,2022-11-16,GOLD,BUY,6200,1773.0,-0.0016878717048557,0.0012368350569237,Desk_C,MA_Crossover,10992600.0,-32150.13
T00058,2022-11-22,AUDUSD,BUY,13900,0.66078,-0.0123412834366007,0.0012249986828795,Desk_B,MA_Crossover,9184.84,-124.6
T00059,2022-11-22,NASDAQ100,BUY,9300,11724.83984,0.0120819647490961,0.0027525345165029,Desk_C,MA_Crossover,109041010.51,1017290.5
T00060,2022-12-30,NASDAQ100,SELL,10100,10939.75977,-0.001774428896927,0.001774428896927,Desk_A,MA_Crossover,110491573.68,-392118.88
T00061,2023-01-04,SP500,SELL,12000,3852.96997,-0.0013709273403812,0.0013709273403812,Desk_C,MA_Crossover,46235639.64,-126771.4
T00062,2023-01-31,SP500,BUY,19700,4076.6001,0.0133411420871189,0.0013013281983911,Desk_B,MA_Crossover,80309021.97,966905.68
T00063,2023-02-01,NASDAQ100,BUY,18100,12363.09961,0.0198475815554389,0.001733267831313,Desk_A,MA_Crossover,223772102.94,4053478.08
T00064,2023-03-01,EURUSD,SELL,1700,1.05773,-0.0006002492003267,0.0006002492003267,Desk_A,MA_Crossover,1798.14,-2.16
T00065,2023-03-01,GOLD,SELL,18400,1837.69995,-0.0009652263201867,0.0009652263201867,Desk_A,MA_Crossover,33813679.08,-65275.71
T00066,2023-03-03,AUDUSD,SELL,4400,0.6735,-0.0008233953249929,0.0008233953249929,Desk_C,MA_Crossover,2963.4,-4.88
T00067,2023-03-15,SP500,SELL,9000,3891.92993,-0.001286206114935,0.001286206114935,Desk_B,MA_Crossover,35027369.37,-90104.83
T00068,2023-03-27,GOLD,BUY,17300,1952.40002,-0.016535871667437,0.0015517883529234,Desk_A,MA_Crossover,33776520.35,-610938.22
T00069,2023-04-05,EURUSD,BUY,5900,1.09601,0.0037358536305084,0.0006481928145368,Desk_A,MA_Crossover,6466.46,19.97
T00070,2023-04-14,SP500,BUY,11300,4137.64014,-0.0031451948326155,0.0010758213598118,Desk_A,MA_Crossover,46755333.58,-197355.02
T00071,2023-05-10,AUDUSD,BUY,14100,0.67669,-0.0028118197659219,0.0007343136241597,Desk_C,MA_Crossover,9541.33,-33.83
T00072,2023-05-19,AUDUSD,SELL,1100,0.663,-0.0007039351196546,0.0007039351196546,Desk_C,MA_Crossover,729.3,-1.03
T00073,2023-05-29,EURUSD,SELL,14300,1.07231,-0.00038822346847,0.00038822346847,Desk_B,MA_Crossover,15334.03,-11.91
T00074,2023-06-02,GOLD,SELL,6300,1952.40002,-0.0009760222564922,0.0009760222564922,Desk_C,MA_Crossover,12300120.13,-24010.38
T00075,2023-06-23,AUDUSD,BUY,11500,0.67607,-0.0062137847362749,0.0006239938043976,Desk_A,MA_Crossover,7774.8,-53.16
T00076,2023-07-06,EURUSD,BUY,1300,1.08566,-0.0030711552467545,0.0004655132301199,Desk_B,MA_Crossover,1411.36,-4.99
T00077,2023-08-01,GOLD,BUY,6300,1940.69995,-0.0160371568333883,0.0009140668419521,Desk_A,MA_Crossover,12226409.68,-207252.61
T00078,2023-08-11,AUDUSD,SELL,15500,0.65125,-0.0006701657461947,0.0006701657461947,Desk_A,MA_Crossover,10094.38,-13.53
T00079,2023-08-17,GOLD,SELL,5300,1884.09998,-0.0007310767985933,0.0007310767985933,Desk_C,MA_Crossover,9985729.89,-14600.67
T00080,2023-08-22,EURUSD,SELL,17100,1.08984,-0.0003821960522367,0.0003821960522367,Desk_B,MA_Crossover,18636.26,-14.25
T00081,2023-08-24,NASDAQ100,SELL,19900,14816.44043,-0.0014719049465311,0.0014719049465311,Desk_C,MA_Crossover,294847164.56,-867974.0
T00082,2023-08-28,SP500,SELL,2300,4433.31006,-0.000993806644603,0.000993806644603,Desk_C,MA_Crossover,10196613.14,-20266.92
T00083,2023-10-31,GOLD,BUY,10400,1985.19995,-0.0065500799066478,0.0010396098790624,Desk_B,MA_Crossover,20646079.48,-156697.34
T00084,2023-11-15,EURUSD,BUY,5700,1.08783,0.0158965404409413,0.0005949778726085,Desk_A,MA_Crossover,6200.63,94.88
T00085,2023-11-20,AUDUSD,BUY,2400,0.65136,0.005770753734925,0.000840565904703,Desk_A,MA_Crossover,1563.26,7.71
T00086,2023-11-20,NASDAQ100,BUY,19900,16027.05957,0.0104182536753589,0.0015194564216671,Desk_B,MA_Crossover,318938485.44,2838168.92
T00087,2023-11-21,SP500,BUY,4900,4538.18994,-0.0031983950167505,0.0011774639216852,Desk_A,MA_Crossover,22237130.71,-97306.55
T00088,2024-01-30,AUDUSD,SELL,9100,0.66142,-0.0004746206760343,0.0004746206760343,Desk_B,MA_Crossover,6018.92,-5.71
T00089,2024-01-30,EURUSD,SELL,12000,1.08345,-0.0003365758821315,0.0003365758821315,Desk_B,MA_Crossover,13001.4,-8.75
T00090,2024-02-01,GOLD,SELL,6200,2053.0,-0.0008509292795142,0.0008509292795142,Desk_C,MA_Crossover,12728600.0,-21662.28
T00091,2024-03-06,GOLD,BUY,3300,2150.30005,0.0069279692286477,0.0009464384714342,Desk_B,MA_Crossover,7095990.16,42444.88
T00092,2024-03-15,EURUSD,BUY,16300,1.08834,-0.0068749164222806,0.000312221032718,Desk_C,MA_Crossover,17739.94,-127.5
T00093,2024-03-25,AUDUSD,BUY,19700,0.65158,-0.0095002371363121,0.0006192743505146,Desk_A,MA_Crossover,12836.13,-129.9
T00094,2024-04-15,EURUSD,SELL,13300,1.06496,-0.0004910409651935,0.0004910409651935,Desk_A,MA_Crossover,14163.97,-13.91
T00095,2024-04-17,AUDUSD,SELL,5000,0.64128,-0.0007660067378877,0.0007660067378877,Desk_A,MA_Crossover,3206.4,-4.91
T00096,2024-04-23,NASDAQ100,SELL,16600,17471.4707,-0.0013967028378245,0.0013967028378245,Desk_A,MA_Crossover,290026413.62,-810161.43
T00097,2024-04-29,SP500,SELL,2400,5116.16992,-0.001069958712893,0.001069958712893,Desk_C,MA_Crossover,12278807.81,-26275.63
T00098,2024-05-17,AUDUSD,BUY,5400,0.66832,-0.0032764594996491,0.0006032158982579,Desk_A,MA_Crossover,3608.93,-14.0
T00099,2024-05-21,SP500,BUY,7400,5321.41016,0.0015920204786638,0.0009098537653143,Desk_B,MA_Crossover,39378435.18,26862.66
T00100,2024-05-22,NASDAQ100,BUY,9800,18705.19922,-0.0016625680895024,0.0012029307020713,Desk_B,MA_Crossover,183310952.36,-525277.31
T00101,2024-05-24,EURUSD,BUY,8000,1.08127,-0.0014847345136064,0.0003279032072515,Desk_B,MA_Crossover,8650.16,-15.68
T00102,2024-06-18,GOLD,SELL,1800,2330.3999,-0.0013874031878243,0.0013874031878243,Desk_C,MA_Crossover,4194719.82,-11639.54
T00103,2024-07-01,EURUSD,SELL,9700,1.07353,-0.0004669449303162,0.0004669449303162,Desk_A,MA_Crossover,10413.24,-9.72
T00104,2024-07-16,GOLD,BUY,13800,2462.3999,0.0151280257461565,0.0011747525740664,Desk_A,MA_Crossover,33981118.62,474147.83
T00105,2024-07-23,EURUSD,BUY,14500,1.08898,-0.0011224780844491,0.0002621380849937,Desk_A,MA_Crossover,15790.21,-21.86
T00106,2024-08-06,AUDUSD,SELL,7200,0.65155,-0.0004030340974806,0.0004030340974806,Desk_C,MA_Crossover,4691.16,-3.78
T00107,2024-08-07,NASDAQ100,SELL,14800,17867.36914,-0.0020292828976689,0.0020292828976689,Desk_B,MA_Crossover,264437063.27,-1073235.22
T00108,2024-08-12,SP500,SELL,9000,5344.39014,-0.0015958952932401,0.0015958952932401,Desk_B,MA_Crossover,48099511.26,-153523.57
T00109,2024-09-03,AUDUSD,BUY,14500,0.67873,0.0022371562811256,0.0006141431182573,Desk_A,MA_Crossover,9841.59,15.97
T00110,2024-09-05,SP500,BUY,17200,5503.41016,-0.004264197081392,0.0012461794658072,Desk_B,MA_Crossover,94658654.75,-521604.83
T00111,2024-09-17,NASDAQ100,BUY,17200,19432.40039,-0.0011652670359912,0.0016461306839966,Desk_B,MA_Crossover,334237286.71,-939673.95
T00112,2024-10-17,EURUSD,SELL,4200,1.08625,-0.0003870267706535,0.0003870267706535,Desk_C,MA_Crossover,4562.25,-3.53
T00113,2024-10-28,AUDUSD,SELL,13200,0.66034,-0.0005025361395143,0.0005025361395143,Desk_C,MA_Crossover,8716.49,-8.76
T00114,2024-11-27,GOLD,SELL,1400,2639.8999,-0.0016282472133899,0.0016282472133899,Desk_C,MA_Crossover,3695859.86,-12035.55
T00115,2025-01-14,SP500,SELL,5000,5842.91016,-0.0012635561663653,0.0012635561663653,Desk_C,MA_Crossover,29214550.8,-73828.45
T00116,2025-01-17,GOLD,BUY,3700,2744.30005,-0.0018565546078959,0.0010919705741457,Desk_A,MA_Crossover,10153910.18,-29939.06
T00117,2025-02-07,SP500,BUY,14400,6025.99023,-0.0105778418977114,0.0011130717861685,Desk_C,MA_Crossover,86774259.31,-1014470.38
T00118,2025-02-18,AUDUSD,BUY,8100,0.63561,-0.0006448576761904,0.0005813757695652,Desk_B,MA_Crossover,5148.44,-6.31
T00119,2025-02-18,EURUSD,BUY,2100,1.04854,-0.0009215087086663,0.000554534897004,Desk_A,MA_Crossover,2201.93,-3.25
T00120,2025-03-07,NASDAQ100,SELL,17100,20201.36914,-0.0016721293715301,0.0016721293715301,Desk_B,MA_Crossover,345443412.29,-1155252.15
